"runId","processingRound","relName","relId","scoreDuringRun","rankingDuringRun","runFoundPredictor","relationshipCorrectPredictions","relationshipIncorrectPredictions","relationshipMadeAllCorrectPredictions","usedToMakeFinalPrediction","label_notNullRowsInTable","label_uniqueRowsInTable","label_numRowsInTable","label_nullRowsInTable","label_numAncestorAtts","label_depth","label_guessedType","label_isDuplicate","label_isAlmostDuplicate","label_bestTargetAttRowsCovered","label_bestPercentageOfTargetAttCovered","label_bestTargetAttTotalLength","label_bestTargetAttRows","label_bestAimForScore","label_totalLength","label_firstRowLength","label_averageRowLength","label_numParents","label_generatedByConstantCreator","label_bestCoveringRows","label_bestCoveringPercentageAvg","label_inputToRelationships","label_RRAToRelationships","label_datatableAttsUsedInRelationships","label_datatableAttsUsedAsRRAsInRelationships","rra_notNullRowsInTable","rra_uniqueRowsInTable","rra_numRowsInTable","rra_nullRowsInTable","rra_numAncestorAtts","rra_depth","rra_guessedType","rra_isDuplicate","rra_isAlmostDuplicate","rra_bestTargetAttRowsCovered","rra_bestPercentageOfTargetAttCovered","rra_bestTargetAttTotalLength","rra_bestTargetAttRows","rra_bestAimForScore","rra_totalLength","rra_firstRowLength","rra_averageRowLength","rra_numParents","rra_generatedByConstantCreator","rra_bestCoveringRows","rra_bestCoveringPercentageAvg","rra_inputToRelationships","rra_RRAToRelationships","rra_datatableAttsUsedInRelationships","rra_datatableAttsUsedAsRRAsInRelationships","firstInput_notNullRowsInTable","firstInput_uniqueRowsInTable","firstInput_numRowsInTable","firstInput_nullRowsInTable","firstInput_numAncestorAtts","firstInput_depth","firstInput_guessedType","firstInput_isDuplicate","firstInput_isAlmostDuplicate","firstInput_bestTargetAttRowsCovered","firstInput_bestPercentageOfTargetAttCovered","firstInput_bestTargetAttTotalLength","firstInput_bestTargetAttRows","firstInput_bestAimForScore","firstInput_totalLength","firstInput_firstRowLength","firstInput_averageRowLength","firstInput_numParents","firstInput_generatedByConstantCreator","firstInput_bestCoveringRows","firstInput_bestCoveringPercentageAvg","firstInput_inputToRelationships","firstInput_RRAToRelationships","firstInput_datatableAttsUsedInRelationships","firstInput_datatableAttsUsedAsRRAsInRelationships"
"testdata/flightquest-testflights-first10.csvtestdata/flightquest-testflights-first10-first3cols-withheader.csv2014-08-22 13:09:11","2","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\nToRows-1(getInputFromFile()) (t202_0.2)
From:AlphabetLetters(getInputFromFile()) (t194_0.8) 

","-2147306816",NULL,NULL,"1","0","0","0","0","10","10","10","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","10","10","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/flightquest-testflights-first10.jsontestdata/flightquest-testflights-first10-runwayDepartureAndArrival.csv2014-08-22 13:25:33","3","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-1(SplitOnString+ToColumns-2(SplitOnString,ToRows-1(getInputFromFile()))) (t1334_1.32)
From:JsonDecodeMapManyColsOut-5(jsonDecodeList-1(getInputFromFile())) (t1326_1.12) 

","-2147288960",NULL,NULL,"1","0","0","0","0","8","1","10","2","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","8","1","9","1","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","9","2","0","9","8","9","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","9","2","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-4(SplitOnString\nToRows-1(getInputFromFile())) (t1529_0.8)
From:root (t1520_0.1) 

","-2147284335",NULL,NULL,"1","0","0","0","0","3","1","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","1","1","1","0","0","1",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","0","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitAtCharacterIdxToColumns-1(SplitOnString' WHERE fbid='ToColumns-0(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.19)
From:getInputFromFile() (t1520_0.2) 

","-2147280030",NULL,NULL,"1","0","0","0","0","3","3","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0","1","1","1","0","1","3",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","0","0","0","0"
"testdata/flightquest-testflights-first10.csvtestdata/flightquest-testflights-first10-first3cols-withheader.csv2014-08-22 13:09:11","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t202_0.3)
From:ReadCSVToTable-30(htmlText(getInputFromFile())) (t194_1.43) 

","-2147278735",NULL,NULL,"1","0","0","0","0","10","1","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","10","10","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnStringTToColumns-1(SplitOnString' WHERE fbid='ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1569_1.11)
From:stringLength(getInputFromFile()) (t1520_0.4) 

","-2147258680",NULL,NULL,"1","0","0","0","0","3","1","6","3","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","20","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/datereformat/trainIn.dattestdata/datereformat/trainOut.dat2014-08-22 13:13:02","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitAtCharacterIdxToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t747_0.7)
From:Strpos\n(getInputFromFile()) (t739_0.9) 

","-2147235565",NULL,NULL,"1","0","0","0","0","7","1","7","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","7","3","7","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/flightquest-testflights-first10.jsontestdata/flightquest-testflights-first10-runwayDepartureAndArrival.csv2014-08-22 13:25:33","2","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString:ToColumns-2(SplitOnString\nToRows-1(getInputFromFile())) (t1333_1.12)
From:Strpos\r(getInputFromFile()) (t1324_1.14) 

","-2147225771",NULL,NULL,"1","0","0","0","0","9","1","9","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","9","9","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/flightquest-testflights-first10-noheader.csvtestdata/flightquest-testflights-first10-scheduled_runway_arrival_hourtrunc.csv2014-08-22 13:10:08","2","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t342_0.3)
From:ReadCSVToTable-1(SplitOnString\nToRows-1(getInputFromFile())) (t338_0.4) 

","-2147196940",NULL,NULL,"1","0","0","0","0","9","1","9","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","9","9","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","9","9","9","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString ToColumns-5(SplitOnString\nToRows-1(getInputFromFile()))) (t1627_0.1)
From:ReadCSVToTable-7(SplitEndsToColumns-1(jsonDecodeList-1(getInputFromFile()))) (t1522_1.33) 

","-2147195969",NULL,NULL,"1","0","0","0","0","9","3","9","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","3","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","11","1","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","RMLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnStringTToColumns-0(SplitOnString='ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1571_0.10)
From:SplitEndsToColumns-1(JsonDecodeMapManyColsOut-4(jsonDecodeList-1(getInputFromFile()))) (t1522_1.58) 

","-2147183739",NULL,NULL,"1","0","0","0","0","9","7","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","3","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","11","1","0"
"testdata/flightquest-testflights-first10.jsontestdata/flightquest-testflights-first10-runwayDepartureAndArrival.csv2014-08-22 13:25:33","3","RMLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString-1ToColumns-2(SplitEndsToColumns-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1333_1.45)
From:total(JsonDecodeMapManyColsOut-8(jsonDecodeList-1(getInputFromFile()))) (t1324_1.26) 

","-2147178220",NULL,NULL,"1","0","0","0","0","9","9","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","9","9","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","16","1","0","1","1","1","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/flightquest-testflights-first10.jsontestdata/flightquest-testflights-first10-runwayDepartureAndArrival.csv2014-08-22 13:25:33","3","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-2(SplitOnString+ToColumns-1(SplitOnString,ToRows-1(getInputFromFile()))) (t1334_1.56)
From:DateToDateParts-4(JsonDecodeMapManyColsOut-6(jsonDecodeList-1(getInputFromFile()))) (t1326_1.27) 

","-2147176653",NULL,NULL,"1","0","0","0","0","8","1","10","2","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","8","1","9","1","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","9","2","0","9","8","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","9","2","0"
"testdata/flightquest-testflights-first10.csvtestdata/flightquest-testflights-first10-first3cols-withheader.csv2014-08-22 13:09:11","2","RMLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t202_0.3)
From:root (t194_0.1) 

","-2147176154",NULL,NULL,"1","0","0","0","0","10","1","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","10","10","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","0","1",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","0","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNames-json-series1.json2014-08-22 13:14:50","2","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(jsonDecodeList-1(getInputFromFile())) (t997_0.5)
From:HtmlXPathSelector.wikitable-1(getInputFromFile()) (t973_0.6) 

","-2147169585",NULL,NULL,"1","0","0","0","0","10","1","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","10","10","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString;ToRows-1(SplitOnString\nToRows-1(SplitOnString ToRows-1(getInputFromFile()))) (t1597_0.2)
From:stringLength(stripDoubleQuotes(getInputFromFile())) (t1520_1.22) 

","-2147151416",NULL,NULL,"1","0","0","0","0","21","11","21","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","21","21","21","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNamesNumbers-json-series1.json2014-08-22 13:17:07","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:jsonDecodeList-1(getInputFromFile()) (t1056_0.2)
From:HtmlXPathSelector.wikitable-1(getInputFromFile()) (t1032_0.6) 

","-2147146479",NULL,NULL,"1","0","0","0","0","10","10","10","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","1","89","79","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToColumns-0(SplitOnString ToColumns-5(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.25)
From:JsonDecodeMapManyColsOut-1(jsonDecodeList-1(capitalise(getInputFromFile()))) (t1546_0.4) 

","-2147132511",NULL,NULL,"1","0","0","0","0","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0","3","3","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","11","1","0"
"testdata/BBC urls.txttestdata/BBC headlines.txt2014-08-22 13:09:36","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString\nToRows-0(SplitOnString ToRows-1(SplitOnString'ToRows-1(getInputFromFile()))) (t290_0.1)
From:notProcessor(SplitCharactersToRows-1(getInputFromFile())) (t251_0.10) 

","-2147126527",NULL,NULL,"1","0","0","0","0","24","2","24","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","24","2","121","97","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","121","2","121","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString;ToRows-0(SplitOnString\nToRows-1(SplitOnString'ToRows-1(getInputFromFile()))) (t1602_0.1)
From:jsonDecodeList-0(jsonDecodeMap-1(jsonDecodeList-1(getInputFromFile()))) (t1579_0.1) 

","-2147120447",NULL,NULL,"1","0","0","0","0","18","2","18","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","18","6","18","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","18","6","18","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y not N/trainIn.dattestdata/school holidays - keep with Y not N/trainOut.dat2014-08-22 13:10:18","3","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/201ToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t398_0.1)
From:stringLength(Digits(getInputFromFile())) (t371_1.30) 

","-2147104501",NULL,NULL,"1","0","0","0","0","8","2","8","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","8","1","21","13","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsPage-series1.htmtestdata/listOfGoTEpNames-series1.txt2014-08-22 13:13:20","2","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString,ToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t905_0.1)
From:HtmlXPathSelector.uls-p-lang-dummy-1(getInputFromFile()) (t805_1.36) 

","-2147095967",NULL,NULL,"1","0","0","0","0","12","3","12","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","12","1","13","1","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y not N/trainIn.dattestdata/school holidays - keep with Y not N/trainOut.dat2014-08-22 13:10:18","3","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/ToRows-1(SplitOnString\nToRows-1(getInputFromFile())) (t399_0.2)
From:stringLength(stripPunctuation(getInputFromFile())) (t371_1.31) 

","-2147094174",NULL,NULL,"1","0","0","0","0","12","7","12","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","12","3","12","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNames-json-series1.json2014-08-22 13:14:50","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:JsonDecodeMapManyColsAndKeysOutSingleRow-0(jsonDecodeList-1(getInputFromFile())) (t997_0.3)
From:HtmlXPathSelector#ep1-1(getInputFromFile()) (t973_0.7) 

","-2147093371",NULL,NULL,"1","0","0","0","0","10","1","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","10","60","50","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/flightquest-testflights-first10.jsontestdata/flightquest-testflights-first10-runwayDepartureAndArrival.csv2014-08-22 13:25:33","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToRows-1(SplitOnString:ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1413_0.2)
From:ReadCSVToTable-8(SplitEndsToColumns-1(jsonDecodeList-1(getInputFromFile()))) (t1326_1.92) 

","-2147092729",NULL,NULL,"1","0","0","0","0","81","26","81","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","81","9","81","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","1","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","9","2","0"
"testdata/school holidays - keep with Y/trainIn.dattestdata/school holidays - keep with Y/trainOut.dat2014-08-22 13:12:27","3","RMLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/0ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t699_0.7)
From:total(DateToDateParts-6(ReadCSVToTable-1(getInputFromFile()))) (t689_1.32) 

","-2147090053",NULL,NULL,"1","0","0","0","0","4","2","4","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","4","1","7","3","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","12","5","0","1","1","1","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNames-json-series1.json2014-08-22 13:14:50","2","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-1(jsonDecodeList-1(getInputFromFile())) (t997_0.7)
From:total(SplitCharactersToRows-0(getInputFromFile())) (t973_1.43) 

","-2147086830",NULL,NULL,"1","0","0","0","0","10","10","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","10","105","95","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString;ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1628_0.1)
From:total(SplitOnString,ToRows-0(getInputFromFile())) (t1520_1.21) 

","-2147065466",NULL,NULL,"1","0","0","0","0","15","5","15","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","15","5","15","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/aWords.dattestdata/aWordsSQL.dat2014-08-22 13:10:57","2","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString (ToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t454_0.4)
From:stringLength(Strpos\r(getInputFromFile())) (t448_1.20) 

","-2147060545",NULL,NULL,"1","0","0","0","0","17","1","17","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","17","17","17","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-4(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1530_0.10)
From:stripPunctuation(getInputFromFile()) (t1520_0.9) 

","-2147045213",NULL,NULL,"1","0","0","0","0","3","1","4","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","20","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
